0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
0,0,0,0,0,0,0,0,0,4,6
